Address,Name,Type,Value,Um,Default,Min,Max,Description,Count
16825,GroundHumiditySpNight7,INT,0,,0,,,,1
16826,GroundHumiditySpDiff7,INT,0,,0,,,,1
16827,DcOn7,UDINT,0,,0,,,,2
16829,DcOff7,UDINT,0,,0,,,,2
16831,fs1StartingTime7,UDINT,0,,0,,,,2
16833,fs1Duration7,UDINT,0,,0,,,,2
16835,Amount71,INT,0,,0,,,,1
16836,fs2StartingTime7,UDINT,0,,0,,,,2
16838,fs2Duration7,UDINT,0,,0,,,,2
16840,Amount72,INT,0,,0,,,,1
16841,fs3StartingTime7,UDINT,0,,0,,,,2
16843,fs3Duration7,UDINT,0,,0,,,,2
16845,Amount73,INT,0,,0,,,,1
16846,FixedEnable7,USINT,1,,1,,,,1
16847,WindSpeedSpDay7,INT,0,,0,,,,1
16848,WindSpeedSpNight7,INT,0,,0,,,,1
16849,WindSpeedSpDiff7,INT,0,,0,,,,1
16850,IrrigationAmount7,UINT,0,,0,,,,1
16851,ValidStartTime7,UDINT,0,,0,,,,2
16853,ValidEndTime7,UDINT,1440,,1440,,,,2
16855,OperationMode7,UINT,0,,0,,,,1
16856,AmbientTempSpDay8,INT,0,,0,,,,1
16857,AmbientTempSpNight8,INT,0,,0,,,,1
16858,AmbientTempSpDiff8,INT,0,,0,,,,1
16859,AmbientHumiditySpDay8,INT,0,,0,,,,1
16860,AmbientHumiditySpNight8,INT,0,,0,,,,1
16861,AmbientHumiditySpDiff8,INT,0,,0,,,,1
16862,GroundTempSpDay8,INT,0,,0,,,,1
16863,GroundTempSpNight8,INT,0,,0,,,,1
16864,GroundTempSpDiff8,INT,0,,0,,,,1
16865,GroundHumiditySpDay8,INT,0,,0,,,,1
16866,GroundHumiditySpNight8,INT,0,,0,,,,1
16867,GroundHumiditySpDiff8,INT,0,,0,,,,1
16868,DcOn8,UDINT,0,,0,,,,2
16870,DcOff8,UDINT,0,,0,,,,2
16872,fs1StartingTime8,UDINT,0,,0,,,,2
16874,fs1Duration8,UDINT,0,,0,,,,2
16876,Amount81,INT,0,,0,,,,1
16877,fs2StartingTime8,UDINT,0,,0,,,,2
16879,fs2Duration8,UDINT,0,,0,,,,2
16881,Amount82,INT,0,,0,,,,1
16882,fs3StartingTime8,UDINT,0,,0,,,,2
16884,fs3Duration8,UDINT,0,,0,,,,2
16886,Amount83,INT,0,,0,,,,1
16887,FixedEnable8,USINT,1,,1,,,,1
16888,WindSpeedSpDay8,INT,0,,0,,,,1
16889,WindSpeedSpNight8,INT,0,,0,,,,1
16890,WindSpeedSpDiff8,INT,0,,0,,,,1
16891,IrrigationAmount8,UINT,0,,0,,,,1
16892,ValidStartTime8,UDINT,0,,0,,,,2
16894,ValidEndTime8,UDINT,1440,,1440,,,,2
16896,OperationMode8,UINT,0,,0,,,,1
16897,AmbientTempSpDay9,INT,0,,0,,,,1
16898,AmbientTempSpNight9,INT,0,,0,,,,1
16899,AmbientTempSpDiff9,INT,0,,0,,,,1
16900,AmbientHumiditySpDay9,INT,0,,0,,,,1
16901,AmbientHumiditySpNight9,INT,0,,0,,,,1
16902,AmbientHumiditySpDiff9,INT,0,,0,,,,1
16903,GroundTempSpDay9,INT,0,,0,,,,1
16904,GroundTempSpNight9,INT,0,,0,,,,1
16905,GroundTempSpDiff9,INT,0,,0,,,,1
16906,GroundHumiditySpDay9,INT,0,,0,,,,1
16907,GroundHumiditySpNight9,INT,0,,0,,,,1
16908,GroundHumiditySpDiff9,INT,0,,0,,,,1
16909,DcOn9,UDINT,0,,0,,,,2
16911,DcOff9,UDINT,0,,0,,,,2
16913,fs1StartingTime9,UDINT,0,,0,,,,2
16915,fs1Duration9,UDINT,0,,0,,,,2
16917,Amount91,INT,0,,0,,,,1
16918,fs2StartingTime9,UDINT,0,,0,,,,2
16920,fs2Duration9,UDINT,0,,0,,,,2
16922,Amount92,INT,0,,0,,,,1
16923,fs3StartingTime9,UDINT,0,,0,,,,2
16925,fs3Duration9,UDINT,0,,0,,,,2
16927,Amount93,INT,0,,0,,,,1
16928,FixedEnable9,USINT,1,,1,,,,1
16929,WindSpeedSpDay9,INT,0,,0,,,,1
16930,WindSpeedSpNight9,INT,0,,0,,,,1
16931,WindSpeedSpDiff9,INT,0,,0,,,,1
16932,IrrigationAmount9,UINT,0,,0,,,,1
16933,ValidStartTime9,UDINT,0,,0,,,,2
16935,ValidEndTime9,UDINT,1440,,1440,,,,2
16937,OperationMode9,UINT,2,,0,,,,1
16938,AmbientTempSpDay10,INT,0,,0,,,,1
16939,AmbientTempSpNight10,INT,0,,0,,,,1
16940,AmbientTempSpDiff10,INT,0,,0,,,,1
16941,AmbientHumiditySpDay10,INT,0,,0,,,,1
16942,AmbientHumiditySpNight10,INT,0,,0,,,,1
16943,AmbientHumiditySpDiff10,INT,0,,0,,,,1
16944,GroundTempSpDay10,INT,0,,0,,,,1
16945,GroundTempSpNight10,INT,0,,0,,,,1
16946,GroundTempSpDiff10,INT,0,,0,,,,1
16947,GroundHumiditySpDay10,INT,0,,0,,,,1
16948,GroundHumiditySpNight10,INT,0,,0,,,,1
16949,GroundHumiditySpDiff10,INT,0,,0,,,,1
16950,DcOn10,UDINT,0,,0,,,,2
16952,DcOff10,UDINT,0,,0,,,,2
16954,fs1StartingTime10,UDINT,0,,0,,,,2
16956,fs1Duration10,UDINT,0,,0,,,,2
16958,Amount101,INT,0,,0,,,,1
16959,fs2StartingTime10,UDINT,0,,0,,,,2
16961,fs2Duration10,UDINT,0,,0,,,,2
16963,Amount102,INT,0,,0,,,,1
16964,fs3StartingTime10,UDINT,0,,0,,,,2
16966,fs3Duration10,UDINT,0,,0,,,,2
16968,Amount103,INT,0,,0,,,,1
16969,FixedEnable10,USINT,1,,1,,,,1
16970,WindSpeedSpDay10,INT,0,,0,,,,1
16971,WindSpeedSpNight10,INT,0,,0,,,,1
16972,WindSpeedSpDiff10,INT,0,,0,,,,1
16973,IrrigationAmount10,UINT,0,,0,,,,1
16974,ValidStartTime10,UDINT,0,,0,,,,2
16976,ValidEndTime10,UDINT,1440,,1440,,,,2
16978,OperationMode10,UINT,1,,0,,,,1
16979,AmbientTempSpDay11,INT,0,,0,,,,1
16980,AmbientTempSpNight11,INT,0,,0,,,,1
16981,AmbientTempSpDiff11,INT,0,,0,,,,1
16982,AmbientHumiditySpDay11,INT,0,,0,,,,1
16983,AmbientHumiditySpNight11,INT,0,,0,,,,1
16984,AmbientHumiditySpDiff11,INT,0,,0,,,,1
16985,GroundTempSpDay11,INT,0,,0,,,,1
16986,GroundTempSpNight11,INT,0,,0,,,,1
16987,GroundTempSpDiff11,INT,0,,0,,,,1
16988,GroundHumiditySpDay11,INT,0,,0,,,,1
16989,GroundHumiditySpNight11,INT,0,,0,,,,1
16990,GroundHumiditySpDiff11,INT,0,,0,,,,1
16991,DcOn11,UDINT,0,,0,,,,2
16993,DcOff11,UDINT,0,,0,,,,2
16995,fs1StartingTime11,UDINT,0,,0,,,,2
16997,fs1Duration11,UDINT,0,,0,,,,2
16999,Amount111,INT,0,,0,,,,1
17000,fs2StartingTime11,UDINT,0,,0,,,,2
17002,fs2Duration11,UDINT,0,,0,,,,2
17004,Amount112,INT,0,,0,,,,1
17005,fs3StartingTime11,UDINT,0,,0,,,,2
17007,fs3Duration11,UDINT,0,,0,,,,2
17009,Amount113,INT,0,,0,,,,1
17010,FixedEnable11,USINT,1,,1,,,,1
17011,WindSpeedSpDay11,INT,0,,0,,,,1
17012,WindSpeedSpNight11,INT,0,,0,,,,1
17013,WindSpeedSpDiff11,INT,0,,0,,,,1
17014,IrrigationAmount11,UINT,0,,0,,,,1
17015,ValidStartTime11,UDINT,0,,0,,,,2
17017,ValidEndTime11,UDINT,1440,,1440,,,,2
17019,OperationMode11,UINT,1,,0,,,,1
17020,AmbientTempSpDay12,INT,0,,0,,,,1
17021,AmbientTempSpNight12,INT,0,,0,,,,1
17022,AmbientTempSpDiff12,INT,0,,0,,,,1
17023,AmbientHumiditySpDay12,INT,0,,0,,,,1
17024,AmbientHumiditySpNight12,INT,0,,0,,,,1
17025,AmbientHumiditySpDiff12,INT,0,,0,,,,1
17026,GroundTempSpDay12,INT,0,,0,,,,1
17027,GroundTempSpNight12,INT,0,,0,,,,1
17028,GroundTempSpDiff12,INT,0,,0,,,,1
17029,GroundHumiditySpDay12,INT,0,,0,,,,1
17030,GroundHumiditySpNight12,INT,0,,0,,,,1
17031,GroundHumiditySpDiff12,INT,0,,0,,,,1
17032,DcOn12,UDINT,0,,0,,,,2
17034,DcOff12,UDINT,0,,0,,,,2
17036,fs1StartingTime12,UDINT,0,,0,,,,2
17038,fs1Duration12,UDINT,0,,0,,,,2
17040,Amount121,INT,0,,0,,,,1
17041,fs2StartingTime12,UDINT,0,,0,,,,2
17043,fs2Duration12,UDINT,0,,0,,,,2
17045,Amount122,INT,0,,0,,,,1
17046,fs3StartingTime12,UDINT,0,,0,,,,2
17048,fs3Duration12,UDINT,0,,0,,,,2
17050,Amount123,INT,0,,0,,,,1
17051,FixedEnable12,USINT,1,,1,,,,1
17052,WindSpeedSpDay12,INT,0,,0,,,,1
17053,WindSpeedSpNight12,INT,0,,0,,,,1
17054,WindSpeedSpDiff12,INT,0,,0,,,,1
17055,IrrigationAmount12,UINT,0,,0,,,,1
17056,ValidStartTime12,UDINT,0,,0,,,,2
17058,ValidEndTime12,UDINT,1440,,1440,,,,2
17060,OperationMode12,UINT,0,,0,,,,1
17061,Slave1Type,USINT,2,,0,,,,1
17062,Slave1Id,USINT,3,,0,,,,1
17063,Slave1Active,BOOL,True,,True,,,,1
17064,Slave2Type,USINT,1,,0,,,,1
17065,Slave2Id,USINT,1,,0,,,,1
17066,Slave2Active,BOOL,True,,True,,,,1
17067,Slave3Type,USINT,0,,0,,,,1
17068,Slave3Id,USINT,0,,0,,,,1
17069,Slave3Active,BOOL,True,,True,,,,1
17070,Slave4Type,USINT,0,,0,,,,1
17071,Slave4Id,USINT,0,,0,,,,1
17072,Slave4Active,BOOL,True,,True,,,,1
17073,Slave5Type,USINT,0,,0,,,,1
17074,Slave5Id,USINT,0,,0,,,,1
17075,Slave5Active,BOOL,True,,True,,,,1
17076,Slave6Type,USINT,0,,0,,,,1
17077,Slave6Id,USINT,0,,0,,,,1
17078,Slave6Active,BOOL,True,,True,,,,1
17079,Slave7Type,USINT,0,,0,,,,1
17080,Slave7Id,USINT,0,,0,,,,1
17081,Slave7Active,BOOL,True,,True,,,,1
17082,Slave8Type,USINT,0,,0,,,,1
17083,Slave8Id,USINT,0,,0,,,,1
17084,Slave8Active,BOOL,True,,True,,,,1
17085,Slave9Type,USINT,0,,0,,,,1
17086,Slave9Id,USINT,0,,0,,,,1
17087,Slave9Active,BOOL,True,,True,,,,1
17088,Reg11Type,INT,0,,0,,,,1
17089,Reg12Type,INT,0,,0,,,,1
17090,Reg13Type,INT,0,,0,,,,1
17091,Reg14Type,INT,0,,0,,,,1
17092,Reg15Type,INT,0,,0,,,,1
17093,Reg16Type,INT,0,,0,,,,1
17094,Reg17Type,INT,0,,0,,,,1
17095,Reg18Type,INT,0,,0,,,,1
17096,Reg19Type,INT,0,,0,,,,1
17097,Reg11Active,INT,0,,0,,,,1
17098,Reg12Active,INT,0,,0,,,,1
17099,Reg13Active,INT,0,,0,,,,1
17100,Reg14Active,INT,0,,0,,,,1
17101,Reg15Active,INT,0,,0,,,,1
17102,Reg16Active,INT,0,,0,,,,1
17103,Reg17Active,INT,0,,0,,,,1
17104,Reg18Active,INT,0,,0,,,,1
17105,Reg19Active,INT,0,,0,,,,1
17106,Reg11Location,INT,0,,0,,,,1
17107,Reg12Location,INT,0,,0,,,,1
17108,Reg13Location,INT,0,,0,,,,1
17109,Reg14Location,INT,0,,0,,,,1
17110,Reg15Location,INT,0,,0,,,,1
17111,Reg16Location,INT,0,,0,,,,1
17112,Reg17Location,INT,0,,0,,,,1
17113,Reg18Location,INT,0,,0,,,,1
17114,Reg19Location,INT,0,,0,,,,1
17115,Reg11Addr,INT,0,,0,,,,1
17116,Reg12Addr,INT,0,,0,,,,1
17117,Reg13Addr,INT,0,,0,,,,1
17118,Reg14Addr,INT,0,,0,,,,1
17119,Reg15Addr,INT,0,,0,,,,1
17120,Reg16Addr,INT,0,,0,,,,1
17121,Reg17Addr,INT,0,,0,,,,1
17122,Reg18Addr,INT,0,,0,,,,1
17123,Reg19Addr,INT,0,,0,,,,1
17124,Reg21Type,INT,0,,0,,,,1
17125,Reg22Type,INT,0,,0,,,,1
17126,Reg23Type,INT,0,,0,,,,1
17127,Reg24Type,INT,0,,0,,,,1
17128,Reg25Type,INT,0,,0,,,,1
17129,Reg26Type,INT,0,,0,,,,1
17130,Reg27Type,INT,0,,0,,,,1
17131,Reg28Type,INT,0,,0,,,,1
17132,Reg29Type,INT,0,,0,,,,1
17133,Reg21Active,INT,0,,0,,,,1
17134,Reg22Active,INT,0,,0,,,,1
17135,Reg23Active,INT,0,,0,,,,1
17136,Reg24Active,INT,0,,0,,,,1
17137,Reg25Active,INT,0,,0,,,,1
17138,Reg26Active,INT,0,,0,,,,1
17139,Reg27Active,INT,0,,0,,,,1
17140,Reg28Active,INT,0,,0,,,,1
17141,Reg29Active,INT,0,,0,,,,1
17142,Reg21Location,INT,0,,0,,,,1
17143,Reg22Location,INT,0,,0,,,,1
17144,Reg23Location,INT,0,,0,,,,1
17145,Reg24Location,INT,0,,0,,,,1
17146,Reg25Location,INT,0,,0,,,,1
17147,Reg26Location,INT,0,,0,,,,1
17148,Reg27Location,INT,0,,0,,,,1
17149,Reg28Location,INT,0,,0,,,,1
17150,Reg29Location,INT,0,,0,,,,1
17151,Reg21Addr,INT,0,,0,,,,1
17152,Reg22Addr,INT,0,,0,,,,1
17153,Reg23Addr,INT,0,,0,,,,1
17154,Reg24Addr,INT,0,,0,,,,1
17155,Reg25Addr,INT,0,,0,,,,1
17156,Reg26Addr,INT,0,,0,,,,1
17157,Reg27Addr,INT,0,,0,,,,1
17158,Reg28Addr,INT,0,,0,,,,1
17159,Reg29Addr,INT,0,,0,,,,1
17160,Reg31Type,INT,0,,0,,,,1
17161,Reg32Type,INT,0,,0,,,,1
17162,Reg33Type,INT,0,,0,,,,1
17163,Reg34Type,INT,0,,0,,,,1
17164,Reg35Type,INT,0,,0,,,,1
17165,Reg36Type,INT,0,,0,,,,1
17166,Reg37Type,INT,0,,0,,,,1
17167,Reg38Type,INT,0,,0,,,,1
17168,Reg39Type,INT,0,,0,,,,1
17169,Reg31Active,INT,0,,0,,,,1
17170,Reg32Active,INT,0,,0,,,,1
17171,Reg33Active,INT,0,,0,,,,1
17172,Reg34Active,INT,0,,0,,,,1
17173,Reg35Active,INT,0,,0,,,,1
17174,Reg36Active,INT,0,,0,,,,1
17175,Reg37Active,INT,0,,0,,,,1
17176,Reg38Active,INT,0,,0,,,,1
17177,Reg39Active,INT,0,,0,,,,1
17178,Reg31Location,INT,0,,0,,,,1
17179,Reg32Location,INT,0,,0,,,,1
17180,Reg33Location,INT,0,,0,,,,1
17181,Reg34Location,INT,0,,0,,,,1
17182,Reg35Location,INT,0,,0,,,,1
17183,Reg36Location,INT,0,,0,,,,1
17184,Reg37Location,INT,0,,0,,,,1
17185,Reg38Location,INT,0,,0,,,,1
17186,Reg39Location,INT,0,,0,,,,1
17187,Reg31Addr,INT,0,,0,,,,1
17188,Reg32Addr,INT,0,,0,,,,1
17189,Reg33Addr,INT,0,,0,,,,1
17190,Reg34Addr,INT,0,,0,,,,1
17191,Reg35Addr,INT,0,,0,,,,1
17192,Reg36Addr,INT,0,,0,,,,1
17193,Reg37Addr,INT,0,,0,,,,1
17194,Reg38Addr,INT,0,,0,,,,1
17195,Reg39Addr,INT,0,,0,,,,1
17196,Reg41Type,INT,0,,0,,,,1
17197,Reg42Type,INT,0,,0,,,,1
17198,Reg43Type,INT,0,,0,,,,1
17199,Reg44Type,INT,0,,0,,,,1
17200,Reg45Type,INT,0,,0,,,,1
17201,Reg46Type,INT,0,,0,,,,1
17202,Reg47Type,INT,0,,0,,,,1
17203,Reg48Type,INT,0,,0,,,,1
17204,Reg49Type,INT,0,,0,,,,1
17205,Reg41Active,INT,0,,0,,,,1
17206,Reg42Active,INT,0,,0,,,,1
17207,Reg43Active,INT,0,,0,,,,1
17208,Reg44Active,INT,0,,0,,,,1
17209,Reg45Active,INT,0,,0,,,,1
17210,Reg46Active,INT,0,,0,,,,1
17211,Reg47Active,INT,0,,0,,,,1
17212,Reg48Active,INT,0,,0,,,,1
17213,Reg49Active,INT,0,,0,,,,1
17214,Reg41Location,INT,0,,0,,,,1
17215,Reg42Location,INT,0,,0,,,,1
17216,Reg43Location,INT,0,,0,,,,1
17217,Reg44Location,INT,0,,0,,,,1
17218,Reg45Location,INT,0,,0,,,,1
17219,Reg46Location,INT,0,,0,,,,1
17220,Reg47Location,INT,0,,0,,,,1
17221,Reg48Location,INT,0,,0,,,,1
17222,Reg49Location,INT,0,,0,,,,1
17223,Reg41Addr,INT,0,,0,,,,1
17224,Reg42Addr,INT,0,,0,,,,1
17225,Reg43Addr,INT,0,,0,,,,1
17226,Reg44Addr,INT,0,,0,,,,1
17227,Reg45Addr,INT,0,,0,,,,1
17228,Reg46Addr,INT,0,,0,,,,1
17229,Reg47Addr,INT,0,,0,,,,1
17230,Reg48Addr,INT,0,,0,,,,1
17231,Reg49Addr,INT,0,,0,,,,1
17232,Reg51Type,INT,0,,0,,,,1
17233,Reg52Type,INT,0,,0,,,,1
17234,Reg53Type,INT,0,,0,,,,1
17235,Reg54Type,INT,0,,0,,,,1
17236,Reg55Type,INT,0,,0,,,,1
17237,Reg56Type,INT,0,,0,,,,1
17238,Reg57Type,INT,0,,0,,,,1
17239,Reg58Type,INT,0,,0,,,,1
17240,Reg59Type,INT,0,,0,,,,1
17241,Reg51Active,INT,0,,0,,,,1
17242,Reg52Active,INT,0,,0,,,,1
17243,Reg53Active,INT,0,,0,,,,1
17244,Reg54Active,INT,0,,0,,,,1
17245,Reg55Active,INT,0,,0,,,,1
17246,Reg56Active,INT,0,,0,,,,1
17247,Reg57Active,INT,0,,0,,,,1
17248,Reg58Active,INT,0,,0,,,,1
17249,Reg59Active,INT,0,,0,,,,1
17250,Reg51Location,INT,0,,0,,,,1
17251,Reg52Location,INT,0,,0,,,,1
17252,Reg53Location,INT,0,,0,,,,1
17253,Reg54Location,INT,0,,0,,,,1
17254,Reg55Location,INT,0,,0,,,,1
17255,Reg56Location,INT,0,,0,,,,1
17256,Reg57Location,INT,0,,0,,,,1
17257,Reg58Location,INT,0,,0,,,,1
17258,Reg59Location,INT,0,,0,,,,1
17259,Reg51Addr,INT,0,,0,,,,1
17260,Reg52Addr,INT,0,,0,,,,1
17261,Reg53Addr,INT,0,,0,,,,1
17262,Reg54Addr,INT,0,,0,,,,1
17263,Reg55Addr,INT,0,,0,,,,1
17264,Reg56Addr,INT,0,,0,,,,1
17265,Reg57Addr,INT,0,,0,,,,1
17266,Reg58Addr,INT,0,,0,,,,1
17267,Reg59Addr,INT,0,,0,,,,1
17268,Reg61Type,INT,0,,0,,,,1
17269,Reg62Type,INT,0,,0,,,,1
17270,Reg63Type,INT,0,,0,,,,1
17271,Reg64Type,INT,0,,0,,,,1
17272,Reg65Type,INT,0,,0,,,,1
17273,Reg66Type,INT,0,,0,,,,1
17274,Reg67Type,INT,0,,0,,,,1
17275,Reg68Type,INT,0,,0,,,,1
17276,Reg69Type,INT,0,,0,,,,1
17277,Reg61Active,INT,0,,0,,,,1
17278,Reg62Active,INT,0,,0,,,,1
17279,Reg63Active,INT,0,,0,,,,1
17280,Reg64Active,INT,0,,0,,,,1
17281,Reg65Active,INT,0,,0,,,,1
17282,Reg66Active,INT,0,,0,,,,1
17283,Reg67Active,INT,0,,0,,,,1
17284,Reg68Active,INT,0,,0,,,,1
17285,Reg69Active,INT,0,,0,,,,1
17286,Reg61Location,INT,0,,0,,,,1
17287,Reg62Location,INT,0,,0,,,,1
17288,Reg63Location,INT,0,,0,,,,1
17289,Reg64Location,INT,0,,0,,,,1
17290,Reg65Location,INT,0,,0,,,,1
17291,Reg66Location,INT,0,,0,,,,1
17292,Reg67Location,INT,0,,0,,,,1
17293,Reg68Location,INT,0,,0,,,,1
17294,Reg69Location,INT,0,,0,,,,1
17295,Reg61Addr,INT,0,,0,,,,1
17296,Reg62Addr,INT,0,,0,,,,1
17297,Reg63Addr,INT,0,,0,,,,1
17298,Reg64Addr,INT,0,,0,,,,1
17299,Reg65Addr,INT,0,,0,,,,1
17300,Reg66Addr,INT,0,,0,,,,1
17301,Reg67Addr,INT,0,,0,,,,1
17302,Reg68Addr,INT,0,,0,,,,1
17303,Reg69Addr,INT,0,,0,,,,1
17304,ManualOn1,UDINT,0,,0,,,,2
17306,ManualOn2,UDINT,0,,0,,,,2
17308,ManualOn3,UDINT,0,,0,,,,2
17310,ManualOn4,UDINT,72,,0,,,,2
17312,ManualOn5,UDINT,0,,0,,,,2
17314,ManualOn6,UDINT,0,,0,,,,2
17316,ManualOn7,UDINT,0,,0,,,,2
17318,ManualOn8,UDINT,0,,0,,,,2
17320,ManualOn9,UDINT,0,,0,,,,2
17322,ManualOn10,UDINT,0,,0,,,,2
17324,ManualOn11,UDINT,0,,0,,,,2
17326,ManualOn12,UDINT,0,,0,,,,2
17328,SMTP_HOSTNAME,STRING,mail.farm-bits.com,,0,,,,16
17344,SMTP_USERNAME,STRING,plc.4@farm-bits.com,,0,,,,16
17360,SMTP_PASSWORD,STRING,z4H4!Cpf!76s,,0,,,,16
17376,SMTP_TO_EMAIL,STRING,data@farm-bits.com,,0,,,,16
17392,SMTP_PORT,UINT,2525,,0,,,,1
17393,FertigationAmount1,UINT,0,,0,,,,1
17394,FertigationAmount2,UINT,0,,0,,,,1
17395,FertigationAmount3,UINT,0,,0,,,,1
17396,FertigationAmount4,UINT,0,,0,,,,1
17397,FertigationAmount5,UINT,0,,0,,,,1
17398,FertigationAmount6,UINT,0,,0,,,,1
17399,FertigationAmount7,UINT,0,,0,,,,1
17400,FertigationAmount8,UINT,0,,0,,,,1
17401,FertigationAmount9,UINT,0,,0,,,,1
17402,FertigationAmount10,UINT,0,,0,,,,1
17403,FertigationAmount11,UINT,0,,0,,,,1
17404,FertigationAmount12,UINT,0,,0,,,,1
8960,DIL1Status,BOOL,True,,True,,,,1
8961,DIL2Status,BOOL,True,,True,,,,1
8962,DIL3Status,BOOL,True,,True,,,,1
8963,DIL4Status,BOOL,True,,True,,,,1
8964,DIL5Status,BOOL,True,,True,,,,1
8965,DIL6Status,BOOL,True,,True,,,,1
8966,DIL7Status,BOOL,True,,True,,,,1
8967,DIL8Status,BOOL,True,,True,,,,1
8968,DIL9Status,BOOL,True,,True,,,,1
8969,DIL10Status,BOOL,True,,True,,,,1
8970,DIL11Status,BOOL,True,,True,,,,1
8971,DIL12Status,BOOL,True,,True,,,,1
8972,AIL1Status,INT,0,,0,,,,1
8973,AIL2Status,INT,0,,0,,,,1
8974,AIL3Status,INT,0,,0,,,,1
8975,AIL4Status,INT,0,,0,,,,1
8976,AIL5Status,INT,0,,0,,,,1
8977,AIL6Status,INT,0,,0,,,,1
8978,AIL7Status,INT,0,,0,,,,1
8979,AIL8Status,INT,0,,0,,,,1
8980,AIL9Status,INT,0,,0,,,,1
8981,AIL10Status,INT,0,,0,,,,1
8982,AIL11Status,INT,0,,0,,,,1
8983,AIL12Status,INT,0,,0,,,,1
8984,DOL1Status,BOOL,True,,True,,,,1
8985,DOL2Status,BOOL,True,,True,,,,1
8986,DOL3Status,BOOL,True,,True,,,,1
8987,DOL4Status,BOOL,True,,True,,,,1
8988,DOL5Status,BOOL,True,,True,,,,1
8989,DOL6Status,BOOL,True,,True,,,,1
8990,DOL7Status,BOOL,True,,True,,,,1
8991,DOL8Status,BOOL,True,,True,,,,1
8992,DOL9Status,BOOL,True,,True,,,,1
8993,DOL10Status,BOOL,True,,True,,,,1
8994,DOL11Status,BOOL,True,,True,,,,1
8995,DOL12Status,BOOL,True,,True,,,,1
8996,AOL1Status,INT,0,,0,,,,1
8997,AOL2Status,INT,0,,0,,,,1
8998,AOL3Status,INT,0,,0,,,,1
8999,AOL4Status,INT,0,,0,,,,1
9000,AOL5Status,INT,0,,0,,,,1
9001,AOL6Status,INT,0,,0,,,,1
9002,WeatherTemperature,INT,0,,0,,,,1
9003,WeatherHumidity,INT,0,,0,,,,1
9004,WeatherWindSpeed,INT,0,,0,,,,1
9005,WeatherWindDirection,INT,0,,0,,,,1
9006,WeatherRadiation,INT,0,,0,,,,1
9007,WeatherPreassure,INT,0,,0,,,,1
9008,WeatherRain,INT,0,,0,,,,1
9009,NightFlag,BOOL,True,,True,,,,1
9010,GeneralVoltage,INT,0,,0,,,,1
9011,GeneralPower,INT,0,,0,,,,1
9012,GeneralPressure,INT,0,,0,,,,1
9013,GeneralFlow,INT,0,,0,,,,1
9014,GeneralWater,INT,0,,0,,,,1
9015,GeneralElectricalEnergy,INT,0,,0,,,,1
9020,StatusCounter1,UDINT,0,,0,,,,2
9022,StatusCounter2,UDINT,0,,0,,,,2
9024,Counter3,UDINT,0,,0,,,,2
9026,Counter4,UDINT,0,,0,,,,2
9028,Counter5,UDINT,0,,0,,,,2
9030,Counter6,UDINT,0,,0,,,,2
9032,Counter7,UDINT,0,,0,,,,2
9034,Counter8,UDINT,0,,0,,,,2
9036,Counter9,UDINT,0,,0,,,,2
9038,Counter10,UDINT,0,,0,,,,2
9040,Counter11,UDINT,0,,0,,,,2
9042,Counter12,UDINT,0,,0,,,,2
9044,ManualStart1,UDINT,0,,0,,,,2
9046,ManualStart2,UDINT,0,,0,,,,2
9048,ManualStart3,UDINT,0,,0,,,,2
9050,ManualStart4,UDINT,0,,0,,,,2
9052,ManualStart5,UDINT,0,,0,,,,2
9054,ManualStart6,UDINT,0,,0,,,,2
9056,ManualStart7,UDINT,0,,0,,,,2
9058,ManualStart8,UDINT,0,,0,,,,2
9060,ManualStart9,UDINT,0,,0,,,,2
9062,ManualStart10,UDINT,0,,0,,,,2
9064,ManualStart11,UDINT,0,,0,,,,2
9066,ManualStart12,UDINT,0,,0,,,,2
